,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2125,Carlos Soler\fed17f5a,es ESP,MF,Valencia,es La Liga,24-350,1997,13,11,981,10.9,5,2,1,4,4,3,0,0.46,0.18,0.64,0.09,0.28,4.7,1.7,2.0,3.7,0.43,0.18,0.61,0.16,0.34,Matches
2126,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,33-001,1988,16,16,1440,16.0,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
2127,Son\037dbd30,es ESP,DF,Levante,es La Liga,27-263,1994,10,8,715,7.9,1,0,1,0,0,0,1,0.13,0.00,0.13,0.13,0.13,0.5,0.5,0.4,0.9,0.07,0.05,0.11,0.07,0.11,Matches
2128,Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,it Serie A,19-300,2002,12,2,207,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.02,0.09,0.07,0.09,Matches
2129,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,28-258,1993,17,17,1530,17.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2130,Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,it Serie A,30-313,1991,15,15,1248,13.9,0,2,0,0,0,5,2,0.00,0.14,0.14,0.00,0.14,1.4,1.4,1.9,3.3,0.10,0.14,0.24,0.10,0.24,Matches
2131,Alberto Soro\452c3055,es ESP,MFFW,Granada,es La Liga,22-284,1999,10,7,516,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.08,0.09,0.17,0.08,0.17,Matches
2132,Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,de Bundesliga,23-331,1998,14,14,1238,13.8,1,3,1,0,0,2,0,0.07,0.22,0.29,0.07,0.29,0.4,0.4,2.3,2.7,0.03,0.17,0.20,0.03,0.20,Matches
2133,Hugo Sotelo\3aa74860,es ESP,MF,Celta Vigo,es La Liga,17-364,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2134,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,fr Ligue 1,31-054,1990,17,13,1178,13.1,3,4,1,2,2,3,0,0.23,0.31,0.53,0.08,0.38,4.8,3.3,1.8,5.0,0.36,0.13,0.50,0.25,0.38,Matches
2135,Riccardo Sottil\94816803,it ITA,FW,Fiorentina,it Serie A,22-198,1999,12,7,612,6.8,2,2,2,0,0,2,1,0.29,0.29,0.59,0.29,0.59,2.1,2.1,1.2,3.4,0.32,0.18,0.50,0.32,0.50,Matches
2136,Tomáš Souček\6613c819,cz CZE,MF,West Ham,eng Premier League,26-294,1995,17,17,1518,16.9,2,1,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,2.4,2.0,0.3,2.3,0.14,0.02,0.16,0.12,0.14,Matches
2137,Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,it Serie A,18-247,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.39,0.00,2.39,2.39,2.39,Matches
2138,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,fr Ligue 1,20-349,2001,5,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.23,0.08,0.31,0.23,0.31,Matches
2139,Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,it Serie A,29-183,1992,11,10,839,9.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.10,0.01,0.11,0.10,0.11,Matches
2140,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,eng Premier League,22-294,1999,13,9,859,9.5,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
2141,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,fr Ligue 1,29-309,1992,15,8,734,8.2,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.3,0.5,0.02,0.04,0.06,0.02,0.06,Matches
2142,Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,de Bundesliga,24-315,1997,16,16,1360,15.1,2,3,2,0,0,4,0,0.13,0.20,0.33,0.13,0.33,0.4,0.4,1.2,1.6,0.03,0.08,0.10,0.03,0.10,Matches
2143,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,fr Ligue 1,19-167,2002,11,9,835,9.3,2,1,2,0,0,2,0,0.22,0.11,0.32,0.22,0.32,0.4,0.4,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Matches
2144,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,eng Premier League,25-209,1996,16,16,1417,15.7,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,1.2,1.2,0.1,1.4,0.08,0.01,0.09,0.08,0.09,Matches
2145,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,29-222,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2146,Jerry St. Juste\90339309,nl NED,DF,Mainz 05,de Bundesliga,25-060,1996,6,5,424,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.10,0.02,0.12,0.10,0.12,Matches
2147,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,de Bundesliga,23-033,1998,12,4,503,5.6,1,2,1,0,0,2,0,0.18,0.36,0.54,0.18,0.54,0.3,0.3,0.5,0.7,0.05,0.08,0.13,0.05,0.13,Matches
2148,Kostas Stafylidis\861e0116,gr GRE,DF,Bochum,de Bundesliga,28-016,1993,13,7,701,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.05,0.03,0.08,0.05,0.08,Matches
2149,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,de Bundesliga,21-260,2000,8,4,406,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches
2150,Niklas Stark\aad48be9,de GER,DF,Hertha BSC,de Bundesliga,26-248,1995,15,14,1279,14.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.02,0.03,0.02,0.03,Matches
2151,Jason Steele\28300a16,eng ENG,GK,Brighton,eng Premier League,31-122,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2152,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,29-086,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2153,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,de Bundesliga,30-045,1991,12,10,659,7.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.6,1.7,0.15,0.08,0.23,0.15,0.23,Matches
2154,Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,26-260,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2155,Calvin Stengs\8f7e6783,nl NED,MF,Nice,fr Ligue 1,23-000,1998,13,7,698,7.8,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,2.5,2.5,1.5,4.0,0.32,0.19,0.51,0.32,0.51,Matches
2156,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,de Bundesliga,25-273,1996,5,0,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.08,0.02,0.08,Matches
2157,Jack Stephens\6adbc307,eng ENG,DF,Southampton,eng Premier League,27-325,1994,6,6,486,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matches
2158,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,eng Premier League,27-010,1994,14,8,827,9.2,4,1,3,1,1,0,0,0.44,0.11,0.54,0.33,0.44,4.6,3.8,2.6,6.4,0.50,0.28,0.78,0.41,0.70,Matches
2159,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,de Bundesliga,20-258,2001,11,6,632,7.0,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.3,0.3,0.6,0.9,0.04,0.08,0.13,0.04,0.13,Matches
2160,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,de Bundesliga,33-114,1988,15,13,1030,11.4,2,4,2,0,2,5,0,0.17,0.35,0.52,0.17,0.52,4.7,3.2,2.4,5.6,0.41,0.21,0.62,0.28,0.49,Matches
2161,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,de Bundesliga,28-113,1993,10,0,144,1.6,1,0,1,0,0,1,0,0.62,0.00,0.62,0.62,0.62,1.0,1.0,0.4,1.4,0.61,0.28,0.89,0.61,0.89,Matches
2162,Petar Stojanović\13b44b02,si SVN,DF,Empoli,it Serie A,26-072,1995,15,15,1253,13.9,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,0.2,0.2,1.1,1.3,0.02,0.08,0.09,0.02,0.09,Matches
2163,John Stones\5eecec3d,eng ENG,DF,Manchester City,eng Premier League,27-204,1994,5,4,392,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.8,0.8,0.0,0.8,0.18,0.00,0.18,0.18,0.18,Matches
2164,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,26-274,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2165,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,it Serie A,31-146,1990,11,11,933,10.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.04,0.03,0.06,0.04,0.06,Matches
2166,Dávid Strelec\2cb9486d,sk SVK,FW,Spezia,it Serie A,20-258,2001,8,6,431,4.8,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.4,0.4,0.8,1.2,0.09,0.17,0.26,0.09,0.26,Matches
2167,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,de Bundesliga,31-220,1990,5,4,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
2168,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,it Serie A,31-308,1990,10,7,640,7.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matches
2169,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,eng Premier League,22-129,1999,12,9,838,9.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
2170,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,30-300,1991,11,8,684,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21,Matches
2171,Leo Štulac\92948398,si SVN,MF,Empoli,it Serie A,27-083,1994,12,5,520,5.8,1,2,1,0,0,1,0,0.17,0.35,0.52,0.17,0.52,0.1,0.1,0.4,0.6,0.02,0.08,0.10,0.02,0.10,Matches
2172,Stefano Sturaro\2334478a,it ITA,MF,Genoa,it Serie A,28-284,1993,12,11,783,8.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
2173,Damián Suárez\ba5004e1,uy URU,DFMF,Getafe,es La Liga,33-235,1988,15,13,1204,13.4,0,2,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,2.0,2.4,0.03,0.15,0.18,0.03,0.18,Matches
2174,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,es La Liga,27-346,1994,18,14,1243,13.8,2,1,2,0,0,2,0,0.14,0.07,0.22,0.14,0.22,1.2,1.2,2.3,3.6,0.09,0.17,0.26,0.09,0.26,Matches
2175,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,es La Liga,34-328,1987,16,10,934,10.4,7,1,6,1,1,4,0,0.67,0.10,0.77,0.58,0.67,4.9,4.1,0.9,5.0,0.47,0.08,0.55,0.40,0.48,Matches
2176,Mario Suárez\7106f0a0,es ESP,DFMF,Rayo Vallecano,es La Liga,34-297,1987,3,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
2177,Isaac Success\f573a8bf,ng NGA,FWMF,Udinese,it Serie A,25-345,1996,8,4,315,3.5,1,2,1,0,0,0,1,0.29,0.57,0.86,0.29,0.86,0.8,0.8,1.1,1.9,0.23,0.33,0.55,0.23,0.55,Matches
2178,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,26-106,1995,15,10,966,10.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.6,1.5,0.08,0.06,0.14,0.08,0.14,Matches
2179,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,fr Ligue 1,19-306,2002,17,11,978,10.9,4,2,4,0,0,3,0,0.37,0.18,0.55,0.37,0.55,2.6,2.6,1.3,3.9,0.24,0.12,0.36,0.24,0.36,Matches
2180,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,eng Premier League,20-049,2001,4,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
2181,Suso\4e219ad2,es ESP,FW,Sevilla,es La Liga,28-029,1993,8,6,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.3,0.6,0.05,0.08,0.13,0.05,0.13,Matches
2182,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,it Serie A,21-351,2000,8,1,247,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
2183,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,it Serie A,22-347,1999,17,15,1285,14.3,3,2,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,1.8,2.9,0.08,0.13,0.21,0.08,0.21,Matches
2184,Michael Svoboda\8abd174d,at AUT,DF,Venezia,it Serie A,23-064,1998,9,5,539,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
2185,Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,es La Liga,27-273,1994,10,3,288,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.07,0.01,0.09,0.07,0.09,Matches
2186,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,de Bundesliga,34-009,1987,10,2,251,2.8,1,0,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,1.0,1.0,0.5,1.5,0.36,0.19,0.55,0.36,0.55,Matches
2187,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,31-244,1990,14,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
2188,Dominik Szoboszlai\934e1968,hu HUN,FWMF,RB Leipzig,de Bundesliga,21-054,2000,15,9,889,9.9,3,4,3,0,1,2,0,0.30,0.40,0.71,0.30,0.71,3.3,2.6,3.6,6.2,0.34,0.37,0.70,0.26,0.63,Matches
2189,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,eng Premier League,23-290,1998,3,1,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.18,0.00,0.18,0.18,0.18,Matches
2190,Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,es La Liga,26-013,1995,13,6,538,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.8,1.8,1.0,2.9,0.31,0.17,0.48,0.31,0.48,Matches
2191,Tachi\8b625720,es ESP,DF,Alavés,es La Liga,24-099,1997,2,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2192,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,de Bundesliga,25-310,1996,16,16,1440,16.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.3,0.6,0.02,0.02,0.04,0.02,0.04,Matches
2193,Waniss Taibi\95192fe4,fr FRA,MF,Angers,fr Ligue 1,19-286,2002,2,1,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
2194,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,fr Ligue 1,28-319,1993,14,14,1218,13.5,2,3,2,0,0,1,0,0.15,0.22,0.37,0.15,0.37,1.9,1.9,2.6,4.5,0.14,0.19,0.33,0.14,0.33,Matches
2195,Adrien Tameze\8da74c05,cm CMR,MF,Hellas Verona,it Serie A,27-317,1994,17,9,942,10.5,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.3,0.7,0.04,0.03,0.07,0.04,0.07,Matches
2196,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,eng Premier League,22-262,1999,8,7,500,5.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.03,0.07,0.10,0.03,0.10,Matches
2197,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,es La Liga,26-143,1995,15,12,1053,11.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches
2198,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,de Bundesliga,22-319,1999,9,7,689,7.7,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
2199,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,fr Ligue 1,29-240,1992,11,10,922,10.2,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.2,1.4,0.03,0.12,0.14,0.03,0.14,Matches
2200,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,eng Premier League,26-091,1995,15,15,1251,13.9,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,2.1,2.5,0.03,0.15,0.18,0.03,0.18,Matches
2201,James Tarkowski\15ea812b,eng ENG,DF,Burnley,eng Premier League,29-029,1992,14,14,1260,14.0,1,2,1,0,0,5,0,0.07,0.14,0.21,0.07,0.21,1.3,1.3,0.2,1.5,0.09,0.02,0.11,0.09,0.11,Matches
2202,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,35-312,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2203,Niklas Tauer\27270af4,de GER,MFDF,Mainz 05,de Bundesliga,20-304,2001,4,3,229,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches
2204,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,eng Premier League,21-326,2000,12,6,619,6.9,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,0.8,1.4,0.09,0.11,0.20,0.09,0.20,Matches
2205,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,eng Premier League,28-091,1993,14,14,1260,14.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.1,1.2,0.01,0.08,0.09,0.01,0.09,Matches
2206,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,fr Ligue 1,18-101,2003,4,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.70,0.00,0.70,0.70,0.70,Matches
2207,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,fr Ligue 1,23-241,1998,5,0,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2208,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,fr Ligue 1,21-325,2000,17,15,1371,15.2,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.4,1.4,0.9,2.3,0.09,0.06,0.15,0.09,0.15,Matches
2209,Mathys Tel\829aa60c,fr FRA,FW,Rennes,fr Ligue 1,16-235,2005,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.21,0.21,0.00,0.21,Matches
2210,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,fr Ligue 1,24-191,1997,12,0,153,1.7,0,1,0,0,0,1,0,0.00,0.59,0.59,0.00,0.59,0.1,0.1,1.0,1.1,0.07,0.58,0.65,0.07,0.65,Matches
2211,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,eng Premier League,22-166,1999,8,5,447,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.09,0.14,0.23,0.09,0.23,Matches
2212,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,eng Premier League,29-003,1992,5,4,378,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.04,0.04,0.08,0.04,0.08,Matches
2213,Cristian Tello\72a99e38,es ESP,FWMF,Betis,es La Liga,30-129,1991,11,1,330,3.7,0,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,1.0,1.0,1.1,2.1,0.26,0.30,0.57,0.26,0.57,Matches
2214,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,29-232,1992,14,14,1260,14.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2215,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,31-285,1990,13,12,1152,12.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2216,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,fr Ligue 1,24-289,1997,17,17,1158,12.9,8,0,8,0,0,0,0,0.62,0.00,0.62,0.62,0.62,4.9,4.9,1.5,6.4,0.38,0.12,0.50,0.38,0.50,Matches
2217,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,it Serie A,22-123,1999,5,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches
2218,Robert Tesche\037130ca,de GER,MF,Bochum,de Bundesliga,34-205,1987,7,3,238,2.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2219,Tanner Tessmann\ac277993,us USA,MF,Venezia,it Serie A,20-085,2001,10,2,350,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.09,0.00,0.10,0.09,0.10,Matches
2220,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,de Bundesliga,24-338,1997,6,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.18,0.06,0.25,0.18,0.25,Matches
2221,Arthur Theate\df8d6029,be BEL,DF,Bologna,it Serie A,21-207,2000,13,11,1022,11.4,2,1,2,0,0,2,0,0.18,0.09,0.26,0.18,0.26,1.2,1.2,0.1,1.4,0.11,0.01,0.12,0.11,0.12,Matches
2222,Jan Thielmann\fd53759d,de GER,MFFW,Köln,de Bundesliga,19-206,2002,13,5,558,6.2,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.6,0.7,0.02,0.09,0.12,0.02,0.12,Matches
2223,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,fr Ligue 1,26-200,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2224,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,eng Premier League,20-191,2001,8,8,720,8.0,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.8,0.9,0.02,0.10,0.11,0.02,0.11,Matches
2225,Romain Thomas\275e2c51,fr FRA,DF,Angers,fr Ligue 1,33-189,1988,18,18,1620,18.0,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.1,1.1,0.06,0.00,0.06,0.06,0.06,Matches
2226,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,fr Ligue 1,28-008,1993,16,13,1178,13.1,6,2,6,0,0,1,1,0.46,0.15,0.61,0.46,0.61,5.0,5.0,2.0,7.0,0.38,0.15,0.53,0.38,0.53,Matches
2227,Erik Thommy\df8e7b62,de GER,FWDF,Stuttgart,de Bundesliga,27-120,1994,3,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.11,0.17,0.28,0.11,0.28,Matches
